"url","name","location","rating","review"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Ok Kitty","Norman, OK",1,"I've had another color in the product and it was very good and true to color.  This one was not."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Shelene72","Clover SC",5,"I love this one and the cover girl long lasting because u don't have to keep reapplying them.  They hold on pretty much all day long.  They need some new colors though."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Cassie","Laurinburg, NC",3,"It was good but not the best either. It was a bit messy and annoying to wear, especially since it dried my lips out."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Dbkfan","Phoenix",4,"Lasted longer than any other I have tried"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Jeane","California",5,"I tend to have dry lips generally, this product does not dry out my lips! Its stays on through eating, drinking, even brushing teeth!    Use your eye make up remove to take it off, comes off easily with eye make up remover no big deal as some others have stated.  If you just want to add a little color to your lips that looks super natural try the Bare Maximum"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Gabby","Arkansas",4,"I love this product. It lasts well, you can apply chapstick over it without it coming off, and the color is bold."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Jb","Idaho",5,"Was interested in along lasting lipstick but did not want to spend. The price of a well know company to try it. So i got this a d it works good"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Lena","Round Rock",4,"Daily use"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Ella","Dallas, Tx",5,"I teach all day and the color stays. I don't even have to reapply."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","mo","CA",1,"followed directions; extremely drying and flaky at end of the day."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Nikki","Hillsboro OR",1,"Really do not like the sticky feeling."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","kippy","Texas",4,"This is a great lip stain- easy to apply and long lasting. Only issue I have is that it is much brighter (and lighter) pink than it appears in tube. I need to blend it with another, darker, color to make it work for my skin tone and age."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Valarie","Wilmington",5,"I been using this color for many years &amp; others but this is my go to color"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","christys1981","Dallas, GA",5,"Love this lipstick. It has matte finish and glossy. Can be sticky and sometimes peels, but absolutely love this lipstick. Will purchase again!"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Chicstreet","Newhall, CA",4,"My girlfriend recommended this to me after I complained about leaving lipstick stains on wine glasses.  I love this product in that it does not do that ever.  It stays on all day and looks fabulous.  It is drying however so I moisturize my lips at night when home."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","sleepy bitd","iowa",5,"This stuff is amazing! Lasts all day and doesn't dry out my lips. I have a hard time even finding lip balms that don't dry my lips so this is pretty incredible! I have worn this thru a fried chicken dinner and on another occasion thru tacos! If you don't reapply the gloss, it will feel tacky, but the color still doesn't lift. Can also be layered with other glosses. I layer my Buxom lip polishes over the top and it still wears like iron. At the end of the day a little coconut oil helps remove it. Out performs lippies that cost twice as much. I highly recommend."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","#alreadytaken","Las Vegas",5,"A friend told me about this lip color.  I love it.  Put it on and it really does last all day.  We have done mud runs in this lip color and it's still in when we are done! LOL!!"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Seeyouonthebeach","Sugar Land",1,"Drying lipstick"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Suki","Traverse City MI",1,"Product does stay on forever. But the two process application is trying to do a two step process. The product made my lips dry and flaky."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","Tisme","Southern California",5,"I really like Colorstay.  I stays on far longer than any other lipstick I have tried.   Use baby oil to take it off at night or it will still be there in the morning."
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","TheLipLady","Washington, PA",5,"I use this product almost everyday! It is the absolute best with a great selection of color choices. It stays on through EVERYTHING including kissing and eating!! I couldn't be happier with my purchase. I have nothing bad to say about this amazing product. I highly recommend it for anyone who wants awesome lip color that actually lasts :)"
"http://www.ulta.com/colorstay-overtime-lip-color?productId=fs797198","DJ","Vancouver,  wa",5,"Put it on in the morning and done.  Stays all day and into evening.  Occasionally lips feel dry and I just add some lip gloss."
