"url","name","location","rating","review"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Mari","Rogers AR",5,"I LOVE these tweezers I have used them for over ten years. Ive tried all kinds of other tweezers in all price ranges and always come back to this one."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","k the writer","halifax ma",4,"These tweezers close tightly, making them extremely effective!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Dingle","Columbia, MD",5,"They had a wonderful display of these open so you could see how they looked and feel in your hand!  A wonderful idea."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Judy D","Lox. FL",5,"I have had such a hard time finding a good tweezer.  I have paid $20. for tweezers that are not as good as this one."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Gdog","New York",1,"Was not able to grab &quot;hard to get&quot; eyebrows"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Jess","WA",5,"Great value for the price"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","julia","spring tx",5,"great for eyebrows- replaced tweezerman ones that cost more"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Liz","Tempe, AZ",4,"No, they are not Tweezerman tweezers but they get the job done. Everyone loses theirs at some point! These are a fine product that work for my once a week usage. They are inexpensive (comparably) and do the job well. If you want more precise tweezers for splinters and such, I would go up a notch."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","MrsWaffles","Phoenix, AZ",4,"I don't think there is a huge difference between a tweezer like this and one of those $20 ones.  If you use good lighting, have some patience, and step back from the mirror frequently, this will be perfect.  <br /><br />If it's not grabbing, make sure you're using a clean tweezer (I use rubbing alcohol or diluted bleach solution) and that your eyebrows and skin area are clean and not oily."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","redrosie","iowa",4,"Tweezer works great but unsure how just plucking eyebrows wears them out! They last about 8-12 mos and then they don't work so well and require replacing."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Ju","La jolla",1,"It doesn't do job well."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Raquel","Whittier, CA",5,"These tweezers work better than some I have paid $28 for."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Krys","Idaho falls, ID",5,"I love these Tweezers. This brand is the only one I ever buy! They last long before I need a new one."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Ultalover","Michigan",1,"Must return"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Brenda","Rochester, NY",1,"Not happy with them"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Tlt","Sc",5,"I've owned lots of tweezers which don't work well and are not tight. These cost s little more, but work well and coating makes easy to hold."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Cathy the newbie to makeup","Holly Sorings, NC",5,"I use the tweezers on eyebrows and my chin hairs. Good grip for me and the hair being removed."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Candy","Ohio",5,"Does the job well. Nice pinch."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","PamKP","Columbus MS",4,"Easy to handle and does a great job pulling stray hairs."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Ac320","Lexington ky",4,"I was wondering if these would be good compared to the more expensive tweezers but they work great for me!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Andie","Genoa Ohio",5,"I lost mine and I had ran all over looking for the same kind! I've tried others but nothing beats these tweezers. They get even the tiniest hairs."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","MrsQ17","Orlando, FL",4,"Good"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Tuggah","Louisiana",5,"I use this product to shape my eyebrows and it works well."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","busylady","florida",5,"great tweezers...i always by revlon...you can send back to company and the will replace or sharpen...just pay postage..."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","CHS","Fort Worth, tX",3,"Difficulty to tweeze-tends to break hair off instead of pulling out!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Non","Texas",4,"Good pair of tweezers. Traditional style with good grip."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","BJ","Ozark,Al.",3,"Should have bought a more precise tip."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","TCB","New York",5,"Great for everyday and very cheap!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Stacy","Atlanta, Ga",5,"Excellent at grabbing fine hairs"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","NanieNanie","Muskego, WI",5,"This is used to tweeze my eyebrows, it works great.  Making tweezing fast.  Love it."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Busy mom","Brunswick, GA",5,"This product is very precise."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Josie","Modesto ca",5,"I like it it it work s great"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Emily","South Dakota",5,"This was a great price and works super, even on the little stubborn hairs."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Jenn","Columbus",4,"Works great"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","C","Dumas, TX",1,"Tweezers...couldn't get them to grip fine hairs."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Lucy Ann","Oxford, Ms",5,"Salesperson was very helpful."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Brie","Detroit",4,"."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Cricket","Arizona City, AZ",5,"Waiting too long to buy a professional tweez... I should have done this a long time ago.  Makes a huge difference.  They work great."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","UFrockz","Gainesville , Florida",5,"These tweezers are so handy! Touching up my eyebrows are so much easier and gripping my hairs are no longer a struggle!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Anita","La grange park",5,"Best on the market"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","jess","jacksonville, fl",4,"Works Great especially for the price"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Persistent plucker","Pittsburgh, Pa",5,"Before I bought this pair of tweezers I had the exact same kind for three years. I lost them and was devestated because even after three tears they never lost their sharpness, which is why I love them. They easily grab every single hair and are much less expensive than the other brands which are just as sharp."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","SMR","Houston, TX",5,"This tweezer gets the smallest of hairs. Its the best I have used."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Kvaz","Arlington Tx",5,"They get even the tiny hairs"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Bri","Newport News, VA",4,"Love the grip"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Dunegirl","Phoenix, AZ",1,"Thought they might be like the Tweezerman but the plain Revlon tweezers work as well or better."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Little Mac","Abilene, Tx",5,"Use it to tweeze my brows and it works great! Best tweezers ever!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","TZ","Corpus Christi, TX",4,"I use this product to maintain eyebrow shape and to tweeze those pesky chin hairs!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Little Miss Drama","Scottsdale, AZ",5,"The tips are angled just right to make it easy to go after those Frida Kahlo brows you simply refuse to wax.<br />The precision tip makes the tweezers good for the occasional splinter, and the stray hairs, too.<br />I like the nice flat area for your fingers--makes the tweezers easy to control. All good."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","CJ","Dallas, TX",5,"I use them primarily to tweeze chin and neck hairs on myself and ear and eyebrow hairs for my husband,"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Aman","California",3,"I purchased a pair of Revlon tweezers in the past which I really liked, and assumed that these would work as well as my previous pair. Unfortunately, I find that these tweezers do not grip hairs very well and work like any other pair of inexpensive drugstore brand tweezers. I think I might invest in an expensive pair since I'm tired of spending $6-$7 on tweezers that aren't very effective. This is an average product."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","5hamms","Scottsdale, AZ",5,"I checked the reviews before I bought these tweezers. I didn't want to spend more than 10 bucks and these work great just like the reviews claimed. There is no need to spend 12-20 dollars when these are only [$]"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","hippygirl","Toledo, OH",4,"I use this product to pluck hair on my chin.  This product works better than any other tweezer that I have ever bought."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Amberwend","Sartell, MN",5,"Works very well!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Mlitts","green Bay",4,"Great product"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Britney B","Fairfax, VA",5,"I chose a mid-priced tweezer and was happy to find out that it functioned like the best of the best. I highly recommend!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","MatthewandLily'sMom","Los Angeles, CA",5,"This is a wonderful tweezer at an amazing price!  I lost my really expensive tweezer and thought I would try this one.  Fantastic!  It grabs even the tiniest hairs out without any problem.  It was easy to use and appears to be great quality as well."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","katwoman","Hammond,IN",5,"Great product.  Just as good as Tweezerman <br />for 1/4 of the price."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","the mom","selma ca",5,"small enough to carry in purse for quick touchups."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","AMK","Cleveland, Ohio",4,"I was really suprised at how well these tweezers grabbed and held onto small, fine hairs.  I like the angle of the slanted end and they are very easy to hold."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Joygerm","Lansing, IL",4,"I normally buy these kinds of cosemetic gadgets at the dollar story (what's the difference?). But since I was at Ulta and had a discount, I figured I'd get the &quot;name brand.&quot; And I really, really like it. It's easy to hold, the tweezer tips are tight, and therefore effective."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Chow","La ca 90023",5,"Great for what I needed to do."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","morrigan90","Bluefield, WV",5,"My old tweezers were getting dull, these had a sharper edge, for a much better price than most. I really don't wanna spend a lot on something I lose so easily."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Erin","Minneapolis, MN",5,"These tweezers are inexpensive and do a great job at eyebrow tweezing."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Vick","Austin TX",4,"For my eyes"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","steph","tucson, az",1,"I usually but the cheapest basic tweezers but thought I would splurge for a nicer pair of tweezers. These are defiantly not worth the price."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","JP","Cleveland,  Tennessee",5,"Great basic tweezers.  They get the fine hairs really well and I've paid more for tweezers I like less than these."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Ken","derry",2,"I used the tweezers for my eyebrows but the tweezers feel dull cause it takes awhile just to grab a single hair. So I might go back and buy a new pair cause tbh Revlon kinda sucks."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Smithac2502","Roseville, CA",5,"Grab well, no gaps that allow your hair to slip out. The grip design makes it easy to hold and use."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Trudy","Orlando, FL",5,"Works just as well as the expensive tweezers."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Kelly T","Crofton, MD",5,"Great tweezers! Work really well."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","mrsmitch","Augusta ME",5,"liked the angled tips<br />grabbed the eyebrow hairs great"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","no nickname","Florida",1,"I guess I will have to break down and buy a $25.00 tweezer, this one is not fine enough to really grab an eyebrow hair without pinching skin."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Sea breeze","Florissant, MO",5,"The slant tweezers are the best ones I've used. They are sharp. Ut do not cut my face!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","KLR","HP Il",2,"Looking for finer tweezer head to get even the finest hairs"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Linny","Maine",5,"These tweezers are great."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Queen","California",3,"The sharp ends cut off the thinner hair instead of pulling out. Works only on thicker hair."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Cellos","Phoenix, az",5,"Easy to keep eyebrows well groomed"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","RC","chicago",5,"There were other options that were more expensive but i didn't want to pay so much. i settled for this and it works great. i would have expected this quality from the more expensive options."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","marg","canton, ohio",5,"good gipping tweezers. The tips are alligned very well for precise tweezing."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Kimm the mascara snob","Sacramento, CA",5,"I love the price, the grip and also the ends don't slip off the hair when you tweeze!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Rmaniz Wife","New York",5,"Love it."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Leslie","Chicago, IL",1,"Didn't grip. It just slipped off. Really frustrating. I took them back."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Love to spin","Tulsa, OK",5,"These are the best tweezers! They work as well, if not better than the pricier ones."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Bonnie","Corning, NY",5,"It works like a charm."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Coco","Portland Oregon",3,"If your on a budget, then give them a try."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Caryn","Lehigh Valley, PA",5,"Picks up all those fine eyebrow hairs and those little hairs that peek out on your chin, etc."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Ann","SC",2,"Does not work as well as the ones with handles"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","trillium13","Texas",2,"I bought this tweezer based on the reviews here, but I'm not a big fan. I have pretty fine eyebrow hairs and I find this tweezer tends to chop them instead of grabbing them. At least I didn't spend too much on it."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Reiki Master","Newport Beach,CA",5,"This is easy to use and it works."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","S~","Colorado",5,"Excellent!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","tc","winter garden, florida",1,"Difficult to use.  They do not grip well....very stiff too."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Deb","Naples, Florida",3,"Just an average tweezer. What you would expect for the price."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Conroe","Conore, TX",5,"Good product"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Laney","Surprise, AZ",4,"Lots of tweezers are pricey, but these tweezers are a good product from a reputable company.  They work well on eyebrows and other facial hair just fine.  Good grip and not too stiff."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Debi","Raleigh, NC",4,"easy to use and does the job"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Val","Illinois",1,"I find these tweezers to be useless for eyebrows. They just don't allow you to remove the stray hairs."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","kardeb","York, PA",1,"Opting to spend more by purchasing Revlon products,  I purchased two (2) tweezers since I was sure I'd found quality at a reasonable price. I expected the tweezers to work as expected.  However, they are difficult to squeeze together and are not thin enough to grasp anything.  Very disappointed in this product and will not recommend."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","older lady","denver, co",4,"Easy to use, really hold onto the hair instead of slipping/sliding off.  Gets the job done in half the time!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","ia","chicago",1,"It doesn't work at all."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","rebeca","Mesa, AZ",3,"I did not like this product because it cuts your hair before you are able to pull it from the roots."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","jecca","orlando",5,"I left these back home when I went to college and I love them! I wish I would of remember to bring them.So I bought &quot;Tweezermen&quot; to give it a try and ugh. but ANYWAYS if you want good quality tweezers for a NORMAL price i recommend these."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","donna d","pa",2,"This product was not as good as a tweezerman product I already had.  It was not as effective on hard to grab small hairs.  It was comfortable to hold however."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","J","Atlanta",5,"Didn't realize when I ordered these tweezers that they would work SO well.  Excellent value and as others have said in their reviews... they grab the hair every time on the first try and are easy to use."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Great Dane Lover","Austin, TX",5,"These are wonderful with my sensitive skin!  There's absolutely no irritation, and it gets even the tiniest brows!!  Unbelievable for the price, more expensive ones that I have used previously were not this great."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","EJ14","ATL",5,"These tweezers work great, and they grab hair a lot easier than most other tweezers.  The slant makes it less painful to tweeze.  I would recommend this brand to all of my friends."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","kma","orlando fl",4,"these are the best tweezers i have ever bought waaaay better than more expensive ones gets even the really tiny hairs... great buy"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Reba","Raleigh, NC",5,"I have been using the same tweezer for 20 years. Recently I went out of town and forgot my makeup bag...I know where was my brain...as a result I had to buy replacements and one item was this tweezer. I was concerned that like many others that I have bought in the past, it would not work a well as my reliable 20 year old tweezer, but I think it may work better! It grabs very delicate hairs without any fuss. I love it so much that my 20 year old tweezer is finally getting a rest. This tweezer is the only good thing that came out of forgetting my makeup bag!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Gretchen","New York",4,"These tweezers are easy to use and I have no complaints!! :)"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","MommyL","Aurora CO",4,"Great Product!"
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","Monica","West Bend, WI",5,"This is the most precise tweezer. I've tried using the pointy tipped ones and can't grab the hairs with them. This one has a great angle so you can go in at your hairs from the side and get a firm grip on them."
"http://www.ulta.com/slant-tip-micro-fine-tweezer?productId=prod1901185","mngirl","Hutchinson, MN",4,"Lost my tweezer &amp; replaced it with this product. Works great-much better than my old one and has a great price. Would purchase again and recommend to anyone asking for a recommendation."
