"url","name","location","rating","review"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Crissy","Saint Clair Shores, Mi",5,"Awesome!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Maria","Boca Raton, FL",5,"Great product. Great price."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Joni","Logan",4,"Tried other eye liners and Color Stay by Revlon is definitely my favorite."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Twiggy","Bakersfield",5,"Easy to use and control application"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Shevine","SAN Diego ca",2,"It was not as dark as I thought.   Not bold enough."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Heather","Columbia, KY",4,"Best product. Had no problems out of it."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Lollie","Norman, OK",4,"I use it everyday and I love it!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Raven","Portland",5,"I like that it comes with a smudger and that it's easy to apply"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Jill","New york",4,"I don't know if it is just me but every pencil eye liner I have tried runs down my face throughout the day. I figured an eyeliner called color stay it would be different but it is not."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","candice","westlake, la",5,":)"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Make-Up Mom","Park Forest IL",5,"Eyeliner can tend to smudge and give me racoon eyes. I keep buying this one because it goes on great and stays all day with out smearing on me."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Tw","AL",5,"This is my favorite daily wear eyeliner! It's not expensive, it stays put, and it's easy to wash off. Perfect."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Sin22","Katy, Tx",4,"Great color, long lasting and just a great eyeliner for every day use"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Freckles","Hoffman Estates",5,"Applies nice"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Ashlley","Brownsville Texas",3,"I have to reapply"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Lisa","Wichita,KS",5,"Doesn't bother my sensitive eyes and stays in all day"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Erin the Makeup Newbie","New Jersey",4,"My go-to bottom lid eyeliner"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","WI","AZ",5,"I have purchased other brands such as L'oreal and Covergirl, but I have realized this is the only one that goes on smoothly and doesn't smear and fade after a full day!  The tip on this stays smooth and it allows me to use it precisely.  Other eyeliners I have tried either break off so easily and leave a jagged edge, or are so smooth and creamy that they end up smudging above and below my eyelids in a short length of time.  Others that have complained about this eyeliner not lasting must have very oily eyelids.  I put CoverGirl Aquasmooth foundation as an eyelid primer.  I can easily remove this eyeliner with my face cleansing towelettes."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Pat","Pennsylvania",4,"The Revlon black eyeliner goes on smoothly.  Most eyeliners make my eyes burn, but this eyeliner didn't give me any problems.  The only reason I didn't give it 5 stars was because it didn't stay on as long as I thought it would.  But it is a great product that I would purchase again."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Emilee","State College Pa",5,"Wear it everyday"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Cynthia","Hampton Falls NH",4,"None"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Skat","Anderson, IN",5,"This eyeliner stays on for a long time without smudging or fading. I can put it on at 6am and it still looks good at bedtime. It is easy to remove."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Sheree","Henderson, NV",5,"I use this product everyday for work, and it works great.  I can apply it in the morning and my eyes look good and no smudges throughout my day.  LOVE THIS PRODUCT."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","fairygirl68","Indiana",5,"I love this liner! It stays put better than some of the prestige brands at a great price."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Kiki","Georgia",5,"This is the one I like best!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Aunt Lenie","Los Angeles",2,"Purchased as an inner lid liner. Didn't work as it's not dense enough for an easy to apply solid line. Returning the product."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Sandy","Leesburg, GA",4,"I like the way it goes on and that it stays on."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Kimmie","Oklahoma City",4,"I love that it has staying power. With allergies and the cooler windy weather, that is a plus!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","SM","Robinson, TX",3,"Only used this eyeliner for a few days, but by the end of an 8 hour work day, I had smudges under my eyes and the color has faded.  I really want something that doesn't cost a lot and that will last.  Thought this was it from some of the other reviews I had read."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","cali teen","san jose, CA",2,"This eyeliner is nice and pigmented when i swatch it on my hand. However, on my eyelid, it drags sooo badly and its like its sticking to your eyelid and doesn't want to move, the so line is very uneven and unconsistent. so i decided to try it on my waterline. However, there, it is like its diliuted by the water there because theres almost no pigmentation and you have to go over it many times to get any color payoff."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Shannon","Connecticut",3,"While I think it is creamy and nice, it has the potential to fade/run throughout the day. It also tends to break easily so I would definitely have a back up eyeliner."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Laurie","Napa, CA",2,"I use this every day, a little disappointed with the breakage issue the last 3 I have purchased."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Happy","Tucson",5,"For price it works."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","irene","Lad Vegas",5,"Good product."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Hibbs","La Mirada, Ca.",2,"The color differed greatly from what it said on packaging. Have to return it."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Brenda","Harrisonburg,  Va",4,"Love it. Its stays. Just would like a firmer sharper point when applying."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Radioactive_red","Houston,TX",2,"The color is not very intense and it wears off from my waterline very quickly. It looks great for about an hour though."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Klinz","FLORIDA",5,"This is by far the best eyeliner I ever used. I'm typically a department store high end shopper. All of my makeup is high end with the exception of the Revlon colorstay eyeliner and the brow powder by wet n wild. I've tried every eyeliner ranging from Tarte, makeup forever, lancome, stilla, Mac, Marc jacobs as well as many others. No matter what the consistency they all get into the corners of my eyes and start smudging throughout the day. Not this one. It glides on and is true to its name staying put all day! I sometimes go over it close to the lash line with the stila liquid liner if I want a more dramatic evening look but mostly this on its own is perfect. My second choice would be the Makeup forever aqua XL but that one still eventually bleeds. Buy it. You won't regret it."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","suzysmom","st louis",1,"it is like trying to use a crayon on your eye and does not last"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Sandy","Palo Cedro California",3,"Need more time to judge this product..."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","jblueday","Chicago, IL",1,"I love revlon colorstay products and have been using them for years. I decided to try this eyeliner expecting the same quality but i was thoroughly disappointed. It irritated my waterline and caused small white bumps the next day after using this. It was gone within few days and as soon as i gave this another try the bumps appeared again. This has never happened before with me, even with the low quality eye pencils I had used throughout highschool."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Selina","WPB, FL",5,"This has become my everyday liner. I have tried different brands, yet this is the one that I am planning on staying with."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","LaurP","SE Indiana",5,"The only eyeliner I've found, including very expensive ones, that doesn't run with my sometimes watery eyes."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Likes looking younger","Virginia",1,"This clearly was an old product that despite being plastic wrapped was dried up beyond any hope. no matter what i tried, i couldn't make it work. Color would have been perfect but won't buy this again!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Stacy","Harrisinburg",4,"Love this stuff!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Lulabelle","Fort Collins, CO",5,"Eye liner on water lines."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","mickle pickle","Mississippi",3,"it looks great and inexpensive"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","esteph","FLL, FL",1,"The tip doesn't stay in place while using it, it glides in and out making it hard to apply as you have to hold it tightly"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","JessieJo","Belleville, IL",4,"The only bad thing I can say is I should've picked a darker color. But that's completely my fault. I do love this eyeliner because I have always had a problem with eyeliners running and I end up having to wipe under my eyes every few hours. This however does not run! I think I might stick with this eyeliner from now on!"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Terry","Midland TX",5,"under the eye or on eye lids"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Faye","Georgia",1,"Had really high hopes for this product but was hugely disappointed!  Didn't go on smoothly at all!  The Rimmel liner was far superior and less expensive."
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","jen","Vancouver, wa",5,"I really like it. Have been using it for many years"
"http://www.ulta.com/colorstay-eyeliner?productId=VP10744","Dezzi","Florida",5,"This has always been my favorite eye liner, it goes on easy, comes off when you want it to come off. It looks good with everything, and doesn't clump for any reason. Great product."
